sample_id,url,label,sample_origin,source_type,label_quality,group_id,capture_date,html_path,quality_status,quality_score,split,training_eligible,url_technique_id,html_technique_id,url_length,host_length,registrable_domain_length,subdomain_count,path_length,path_depth,query_length,query_param_count,fragment_length,digit_ratio,special_ratio,hyphen_count,dot_count,at_count,percent_encoded_count,host_entropy,path_entropy,token_count,token_length_mean,token_length_std,long_random_token_count,suspicious_token_count,is_https,has_ip_host,has_idn_or_punycode,unicode_confusable_count,nonstandard_port,repeated_character_run,redirect_count,cross_domain_redirect_count,html_bytes_log,visible_text_length_log,word_count_log,persian_character_ratio,replacement_character_count,mojibake_marker_count,title_present,title_length_log,title_domain_token_overlap,total_tags_log,max_dom_depth,max_siblings_log,form_count,password_input_count,email_input_count,text_input_count,hidden_input_count,button_count,external_form_action_count,form_action_cross_domain_ratio,internal_link_count_log,external_link_count_log,external_link_ratio,empty_link_count_log,image_count_log,iframe_count,script_count_log,external_script_ratio,stylesheet_count_log,external_stylesheet_ratio,favicon_count,favicon_same_domain,local_asset_ratio,data_uri_count_log,blob_reference_count,eval_count,atob_count,document_write_count,window_location_count,meta_refresh_count,credential_keyword_count_log,captcha_keyword_count_log,network_host_count_log,external_network_host_ratio,has_content_security_policy,has_hsts,has_x_frame_options,domain_age_days_log,domain_age_missing,dns_address_count_log,dns_missing,tls_days_remaining_log,tls_missing,popularity_rank_log,popularity_missing
20260202__seraj24.ir__a69bfb5f2141__legitimate,https://seraj24.ir/,0,real,legitimate_archive,verified_legitimate,seraj24.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__seraj24.ir__a69bfb5f2141.html,ok,1.0,policy,1,,,19.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2631578947368421,0.0,1.0,0.0,0.0,3.121928094887362,-0.0,3.0,4.666666666666667,2.0548046676563256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47659584289116,8.747352077624353,7.039660349862076,0.7676783727951693,0.0,0.0,1.0,4.143134726391533,0.0,6.927557906278317,14.0,4.143134726391533,1.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,5.318119993844216,3.044522437723423,0.08968609865470852,3.4011973816621555,4.48863636973214,0.0,1.9459101490553132,0.0,1.3862943611198906,0.0,11.0,1.0,0.9395770392749244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__seraj24.ir__a69bfb5f2141__phishing,https://seraj42.ir/,1,synthetic,persianphish_generated,generated_phishing,seraj24.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__seraj24.ir__a69bfb5f2141__T07.html,ok,1.0,policy,1,T05,T07,19.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2631578947368421,0.0,1.0,0.0,0.0,3.121928094887362,-0.0,3.0,4.666666666666667,2.0548046676563256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53789838961939,8.747352077624353,7.039660349862076,0.7676783727951693,0.0,0.0,1.0,4.143134726391533,0.0,6.926577033222725,14.0,4.143134726391533,1.0,0.0,0.0,1.0,2.0,9.0,1.0,1.0,1.9459101490553132,5.384495062789089,0.9730941704035875,3.4011973816621555,4.48863636973214,0.0,1.9459101490553132,1.0,1.3862943611198906,1.0,11.0,0.0,0.01818181818181818,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__service-epson.ir__9181e990f138__legitimate,https://service-epson.ir/,0,real,legitimate_archive,verified_legitimate,service-epson.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__service-epson.ir__9181e990f138.html,ok,1.0,train,1,,,25.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.24,1.0,1.0,0.0,0.0,3.327819531114783,-0.0,4.0,4.75,1.7853571071357126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.891153137719467,12.425159981514451,7.795646536334594,0.03304188572094125,0.0,0.0,1.0,4.007333185232471,0.0,8.453401058328458,31.0,4.634728988229636,2.0,0.0,0.0,2.0,6.0,10.0,0.0,0.0,5.872117789475416,1.791759469228055,0.013927576601671309,2.302585092994046,4.804021044733257,0.0,4.02535169073515,0.2545454545454545,3.970291913552122,0.0,3.0,1.0,0.9855072463768116,4.709530201312334,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__service-epson.ir__9181e990f138__phishing,https://service-epson.ir/?6BkUIJ=O007jxIwcI9DVY1LIpi7qjHJjn1XtbHd&LhuUtf=rtB25KvfSooesf4k6QK9OnXN1v6ZJ676&Qez9iD=8QszprUCS6gGT1GAmbktmcn1amqJ5XLw&fIlF5h=fIklAGK3APcOhPH1Ui09uKg7MPgJH69K&m1EbNo=zBiOBQRLFxgVLzIbqvteBl4yVR7QcO2K&p02sRS=dgXvUrGAhN8X3oJDI9SAUr5RFYl5Me8w&Jfs9TV=oJd7GzGckpI93oby7ONCivoco7d2sPvf&V73fyQ=rSoQCqh2mCZgbYBTUcjgZ6Gn7RnASeuq,1,synthetic,persianphish_generated,generated_phishing,service-epson.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__service-epson.ir__9181e990f138__T11.html,ok,1.0,train,1,T04,T11,345.0,16.0,16.0,0.0,1.0,0.0,319.0,8.0,0.0,0.17337461300309598,0.06376811594202898,1.0,1.0,0.0,0.0,3.327819531114783,-0.0,20.0,16.15,12.974108832594244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.628280574529617,9.493411831870281,7.795234929002173,0.6195463793233366,0.0,0.0,1.0,4.007333185232471,0.0,8.451907724717607,31.0,4.6443908991413725,1.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,5.872117789475416,1.791759469228055,0.013927576601671309,2.302585092994046,4.804021044733257,0.0,4.04305126783455,0.25,3.970291913552122,0.0,3.0,1.0,0.9855072463768116,4.709530201312334,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shafaonline.ir__16517eeabc8f__legitimate,https://shafaonline.ir/,0,real,legitimate_archive,verified_legitimate,shafaonline.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shafaonline.ir__16517eeabc8f.html,ok,1.0,calibration,1,,,23.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,1.0,0.0,0.0,3.378783493486176,-0.0,3.0,6.0,3.7416573867739413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.344742687651333,10.105448324582431,8.474285690404962,0.7850868232890705,0.0,0.0,1.0,4.110873864173311,0.0,7.522400231387125,17.0,5.017279836814924,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.214608098422191,0.6931471805599453,0.002,2.3978952727983707,4.7535901911063645,1.0,2.4849066497880004,0.5454545454545454,0.6931471805599453,0.0,1.0,1.0,0.9825949367088608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shafaonline.ir__16517eeabc8f__phishing,https://xn--hfnln-4veb7bze1lsa.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,shafaonline.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shafaonline.ir__16517eeabc8f__T25.html,ok,0.9999,calibration,1,T02,T25,41.0,32.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2682926829268293,6.0,1.0,0.0,0.0,3.7806390622295662,-0.0,7.0,4.285714285714286,3.4522988495984492,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.21807038396379,10.107733666745874,8.476371196895983,0.7846398434633729,0.0,0.0,1.0,4.110873864173311,0.0,7.527255919373784,17.0,5.017279836814924,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,6.210600077024653,1.3862943611198906,0.006,2.3978952727983707,4.7535901911063645,1.0,2.5649493574615367,0.5,0.6931471805599453,0.0,1.0,1.0,0.9762658227848101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrakmarket.ir__ddd67df9145f__legitimate,https://shahrakmarket.ir/,0,real,legitimate_archive,verified_legitimate,shahrakmarket.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shahrakmarket.ir__ddd67df9145f.html,ok,0.9835,test,1,,,25.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,3.1556390622295662,-0.0,3.0,6.666666666666667,4.642796092394707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83498722477261,8.077136638538454,6.418364935936212,0.7604846225535881,0.0,0.0,1.0,3.6375861597263857,0.0,6.7464121285733745,26.0,4.0943445622221,3.0,0.0,0.0,11.0,15.0,6.0,3.0,1.0,0.6931471805599453,4.343805421853684,0.987012987012987,1.6094379124341003,3.2188758248682006,1.0,2.995732273553991,0.42105263157894735,3.044522437723423,1.0,3.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrakmarket.ir__ddd67df9145f__phishing,https://shauhrakmarket.ir/,1,synthetic,persianphish_generated,generated_phishing,shahrakmarket.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shahrakmarket.ir__ddd67df9145f__T21.html,ok,0.981,test,1,T05,T21,26.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,1.0,0.0,0.0,3.2927701939369904,-0.0,3.0,7.0,5.0990195135927845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.777824974524766,8.153061946801051,6.492239835020471,0.7471926288511374,0.0,0.0,1.0,3.6375861597263857,0.0,6.77078942390898,26.0,4.110873864173311,3.0,0.0,0.0,11.0,15.0,8.0,3.0,1.0,0.0,4.356708826689592,1.0,1.6094379124341003,3.2188758248682006,1.0,3.044522437723423,0.4,3.044522437723423,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrdaddd.ir__53716836b3bf__legitimate,https://shahrdaddd.ir/,0,real,legitimate_archive,verified_legitimate,shahrdaddd.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shahrdaddd.ir__53716836b3bf.html,ok,1.0,train,1,,,22.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,1.0,0.0,0.0,2.623516641218015,-0.0,3.0,5.666666666666667,3.2998316455372216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.770033266707086,9.615538777855802,7.930565854233965,0.7047682560853618,0.0,0.0,1.0,4.48863636973214,0.0,7.656810091480378,25.0,4.02535169073515,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.5053315359323625,1.0,2.0794415416798357,4.465908118654584,0.0,2.995732273553991,0.8421052631578947,0.6931471805599453,1.0,9.0,0.0,0.0,4.564348191467836,0.0,0.0,0.0,0.0,0.0,1.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrdaddd.ir__53716836b3bf__phishing,https://xn--hhr-6cdc1tu8bbaaa.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,shahrdaddd.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shahrdaddd.ir__53716836b3bf__T19.html,ok,1.0,train,1,T02,T19,40.0,31.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.275,6.0,1.0,0.0,0.0,3.824533406881911,-0.0,7.0,4.142857142857143,3.795808644453264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.76593126112343,9.61700476065983,7.932003152361385,0.704867816474662,0.0,0.0,1.0,4.48863636973214,0.0,7.659171367666058,25.0,4.02535169073515,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.5053315359323625,1.0,2.0794415416798357,4.477336814478207,0.0,3.044522437723423,0.8,0.6931471805599453,1.0,9.0,0.0,0.0,4.59511985013459,0.0,0.0,1.0,0.0,0.0,1.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrdari-doroud.ir__64b39a1d1950__legitimate,https://shahrdari-doroud.ir/,0,real,legitimate_archive,verified_legitimate,shahrdari-doroud.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shahrdari-doroud.ir__64b39a1d1950.html,ok,1.0,test,1,,,28.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,1.0,1.0,0.0,0.0,3.155565013329718,-0.0,4.0,5.5,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.114296930926143,12.631565845711503,8.223358899479258,0.051295790477933007,0.0,0.0,1.0,2.6390573296152584,0.0,7.430114138561801,20.0,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.484796933490655,2.302585092994046,0.03614457831325301,4.653960350157523,5.0238805208462765,0.0,3.8501476017100584,0.0,1.791759469228055,0.0,2.0,1.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718498871295094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shahrdari-doroud.ir__64b39a1d1950__phishing,https://xn--hhrr-ru-2fgc6lb0yta50veae.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,shahrdari-doroud.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shahrdari-doroud.ir__64b39a1d1950__T24.html,ok,1.0,test,1,T02,T24,48.0,39.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.25,7.0,1.0,0.0,0.0,4.095495245616949,-0.0,8.0,4.5,4.873397172404482,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.394821372707556,9.89957992770511,8.223358899479258,0.7881130465338085,0.0,0.0,1.0,2.6390573296152584,0.0,7.430114138561801,20.0,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521460917862246,1.0,4.653960350157523,5.0238805208462765,0.0,3.8501476017100584,0.5,1.791759469228055,1.0,2.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,4.718498871295094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shamstoos.ir__b6a6e83de8cc__legitimate,https://shamstoos.ir/,0,real,legitimate_archive,verified_legitimate,shamstoos.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shamstoos.ir__b6a6e83de8cc.html,ok,1.0,train,1,,,21.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,1.0,0.0,0.0,3.0220552088742005,-0.0,3.0,5.333333333333333,2.8674417556808756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333610850125385,9.338293736286644,7.613818684808629,0.7888067581837381,0.0,0.0,1.0,3.7376696182833684,0.0,7.588829878307813,28.0,3.8066624897703196,3.0,0.0,0.0,4.0,18.0,26.0,0.0,0.0,5.44673737166631,3.258096538021482,0.09765625,3.970291913552122,3.6375861597263857,0.0,2.5649493574615367,0.0,1.6094379124341003,0.0,3.0,1.0,0.9201277955271565,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shamstoos.ir__b6a6e83de8cc__phishing,https://shamstoos.ir/?9RZCB1=NdyMcuz52zCkiawc4WvHxdGOH4viku7E&hPqCe2=71Ez5exiQywEE1vqalFVXdkTj8xrjwN4&aY7B7w=OnDZuaQM6SVPS720RXFDwqmIYBm11yZS&A6G8TI=3erSLY0aifk1ev4GmZ0GDOkDr4baUJBS&8j6npW=LA7oQzq4XJLXge275NWNGLh7BQMkJUUf&uKUi5a=dZwYRyl9I6MPqOcaEWAzXS52jZYbFhF4&RLROaX=MR5z0u4AfWBizyYVfigpYHvv9ZLHT1Hv&mtgCG5=luRPX0O3rj2XQYVs67juHYrYteHujAZB,1,synthetic,persianphish_generated,generated_phishing,shamstoos.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shamstoos.ir__b6a6e83de8cc__T08.html,ok,1.0,train,1,T04,T08,341.0,12.0,12.0,0.0,1.0,0.0,319.0,8.0,0.0,0.171875,0.06158357771260997,0.0,1.0,0.0,0.0,3.0220552088742005,-0.0,19.0,16.842105263157894,12.978780892772782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33060443612846,9.338293736286644,7.613818684808629,0.7888067581837381,0.0,0.0,1.0,3.7376696182833684,0.0,7.588829878307813,28.0,3.8066624897703196,3.0,0.0,0.0,4.0,18.0,26.0,0.0,0.0,5.44673737166631,3.258096538021482,0.09765625,3.970291913552122,3.6375861597263857,0.0,2.5649493574615367,0.0,1.6094379124341003,0.0,3.0,0.0,0.9105431309904153,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shandizasansor.ir__7661fff1aed7__legitimate,https://shandizasansor.ir/,0,real,legitimate_archive,verified_legitimate,shandizasansor.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shandizasansor.ir__7661fff1aed7.html,ok,1.0,train,1,,,26.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,1.0,0.0,0.0,3.1751231351134614,-0.0,3.0,7.0,5.0990195135927845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.554743018053374,13.291861396302796,7.85243908535751,0.017084378597932992,0.0,0.0,1.0,3.091042453358316,0.0,7.473637108496206,16.0,3.871201010907891,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,5.5134287461649825,2.1972245773362196,0.03137254901960784,3.8918202981106265,4.718498871295094,0.0,2.772588722239781,0.0,1.3862943611198906,0.0,4.0,1.0,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shandizasansor.ir__7661fff1aed7__phishing,https://xn--hnznr-4veca1kpjfch70v.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,shandizasansor.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shandizasansor.ir__7661fff1aed7__T09.html,ok,0.9958,train,1,T02,T09,44.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.25,6.0,1.0,0.0,0.0,4.0360069453309535,-0.0,7.0,4.714285714285714,4.43087497693452,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.122647557385045,9.53870842969938,7.85243908535751,0.7287915886504392,0.0,0.0,1.0,3.091042453358316,0.0,7.47477218239787,16.0,3.871201010907891,3.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,5.545177444479562,1.0,3.8918202981106265,4.718498871295094,0.0,2.833213344056216,0.4375,1.3862943611198906,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shefayekhatam.ir__f165db34b6db__legitimate,https://shefayekhatam.ir/,0,real,legitimate_archive,verified_legitimate,shefayekhatam.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shefayekhatam.ir__f165db34b6db.html,ok,0.9546,train,1,,,25.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,3.452819531114783,-0.0,3.0,6.666666666666667,4.642796092394707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.154606312919007,8.355850041007475,6.633318433280377,0.7552891396332864,0.0,0.0,1.0,3.258096538021482,0.0,6.932447891572509,39.0,3.6109179126442243,3.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,4.442651256490317,3.4965075614664802,0.27586206896551724,0.0,4.61512051684126,0.0,2.70805020110221,0.0,1.9459101490553132,0.0,2.0,1.0,0.8504273504273504,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shefayekhatam.ir__f165db34b6db__phishing,https://xn--hfkhtm-4nfcb7bc1o3i.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,shefayekhatam.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shefayekhatam.ir__f165db34b6db__T25.html,ok,0.9511,train,1,T02,T25,42.0,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.2619047619047619,6.0,1.0,0.0,0.0,4.043801694853791,-0.0,7.0,4.428571428571429,3.499271061118826,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.073613976078233,8.355850041007475,6.633318433280377,0.7552891396332864,0.0,0.0,1.0,3.258096538021482,0.0,6.934397209928558,39.0,3.6109179126442243,3.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,4.382026634673881,3.6375861597263857,0.31896551724137934,0.0,4.61512051684126,0.0,2.772588722239781,0.0,1.9459101490553132,0.0,2.0,1.0,0.7478632478632479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shekoo.ir__3f5b9c837f33__legitimate,https://shekoo.ir/,0,real,legitimate_archive,verified_legitimate,shekoo.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shekoo.ir__3f5b9c837f33.html,ok,1.0,test,1,,,18.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,1.0,0.0,0.0,2.94770277922009,-0.0,3.0,4.333333333333333,1.699673171197595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02066282257799,9.68215486062588,8.047189562170502,0.6605315697529324,0.0,0.0,1.0,1.3862943611198906,0.0,7.94873845481361,24.0,4.718498871295094,4.0,1.0,0.0,4.0,1.0,9.0,0.0,0.0,5.973809611869261,2.772588722239781,0.036855036855036855,3.9889840465642745,4.948759890378168,1.0,3.332204510175204,0.25925925925925924,2.3978952727983707,0.0,3.0,1.0,0.8838383838383839,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shekoo.ir__3f5b9c837f33__phishing,https://shekoo.ir/?NygOYJ=DxusrJ4IJdTfD4icXXyGpBkrm2BTbTZW&cF1k9L=j4TElTR2tWlNYmUiSV0u0rapa48ii01m&FIiVw4=dQlRYTI9waXnVmHzdpkrxA4KtQAUmVKQ&cWnKkN=DZRN3Zx2QmHV9Yqp5eNxAt5eIeQxvJ8V&SuF1WX=Uu4IubZx78Ef8wWzo2zhNwahMZmX5fLL&YbZReF=fE1whwFWR8iq3hT2YCthID862h32cwHF&DE6AvC=TYqfxkAgNIfvCUZI9p1Yg7tEZdIHnkZu&0C9gWn=EIr6uyPRbs4iIOfWfcFkqrepbKXvAFmh,1,synthetic,persianphish_generated,generated_phishing,shekoo.ir,20260202,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260202__shekoo.ir__3f5b9c837f33__T18.html,ok,1.0,test,1,T04,T18,338.0,9.0,9.0,0.0,1.0,0.0,319.0,8.0,0.0,0.14511041009463724,0.0621301775147929,0.0,1.0,0.0,0.0,2.94770277922009,-0.0,19.0,16.68421052631579,13.090987786215239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.019867643227585,9.68215486062588,8.047189562170502,0.6605315697529324,0.0,0.0,1.0,1.3862943611198906,0.0,7.949444420250626,24.0,4.718498871295094,4.0,1.0,0.0,4.0,1.0,9.0,0.0,0.0,5.973809611869261,2.772588722239781,0.036855036855036855,3.9889840465642745,4.955827057601261,1.0,3.332204510175204,0.25925925925925924,2.3978952727983707,0.0,3.0,1.0,0.8838383838383839,2.833213344056216,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260202__shiaarts.ir__5695aabebecb__legitimate,https://shiaarts.ir/,0,real,legitimate_archive,verified_legitimate,shiaarts.ir,20260202,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260202__shiaarts.ir__5695aabebecb.html,ok,1.0,test,1,,,20.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,2.7321588913645702,-0.0,3.0,5.0,2.449489742783178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.368004402675998,11.461663749031441,4.04305126783455,0.0022210058735605566,0.0,0.0,1.0,3.4657359027997265,0.0,6.755768921984255,17.0,4.5217885770490405,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.634728988229636,0.0,0.0,1.6094379124341003,2.9444389791664403,0.0,2.772588722239781,0.06666666666666667,2.1972245773362196,0.0,1.0,1.0,0.9929577464788732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
