sample_id,url,html_path,label,quality_status,quality_score,quality_reasons
20260203__ghatrehebaran.ir__88b38f1ddc5b__phishing,https://9ha7r3hebaran-log!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__ghatrehebaran.ir__88b38f1ddc5b__T06.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__hazarak.ir__ee4f8675a324__phishing,https://hazarak.ir?wXvRMg=FuxSYsOj4D5MBYkwpADOtcx55B7M9QUX&rmM6kp=1rnM42IjzP4gUMVQstG5JoxZBFQdjiwN&5DMBUG=BrrRno7ZiHWYiDZlPZS768q09r6b8HAm&0a6nlc=kV0VylghjWfCSCYRDn9sNaxpkEJiwfnD&EL5PlF=p0p4wgmTcFUgej4YqeUhbsdfeg3q28uN&NGy6jh=xr0OFUf1BtFeJfZyrLOQlebYkrao3A3b&LAkcOh=6mrUxcC60QdgCo5ImBCeOp4O5dhs8fun&FtKWlD=YYVVdLU8qn4to2P68RSRodUMxeeIwZXD,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__hazarak.ir__ee4f8675a324__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__ici.ir__813f37628115__phishing,https://1c1-upd@t3.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__ici.ir__813f37628115__T09.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260203__ime.org.ir__26df72dc5217__phishing,https://1me-verify.org.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__ime.org.ir__26df72dc5217__T11.html,1,partial,0.544,missing_title|low_tag_count|low_visible_text
20260203__iraniaz.ir__81a299dddb80__phishing,https://ir4niaz-si9n!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__iraniaz.ir__81a299dddb80__T14.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__iransys.ir__d9f8609b3aa9__phishing,https://irqnsys.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__iransys.ir__d9f8609b3aa9__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__irasin.ir__59a532390012__phishing,https://irasin-s!gnin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__irasin.ir__59a532390012__T21.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__irc.fda.gov.ir__8ce5fe595c6e__phishing,https://irc.fda.giv.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__irc.fda.gov.ir__8ce5fe595c6e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__irihf.ir__ac306e2981d4__phishing,https://1rihf-ver!fy.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__irihf.ir__ac306e2981d4__T08.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__jiitm.ir__1f82140fa38f__phishing,https://j1itm-si9n!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__jiitm.ir__1f82140fa38f__T15.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__jop.ut.ac.ir__84eda4e2de78__phishing,https://jop.ut.zc.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__jop.ut.ac.ir__84eda4e2de78__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__jwss.ir__4f99bce35df9__phishing,https://jws5-@ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__jwss.ir__4f99bce35df9__T11.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260203__kosar.ac.ir__f83849f87409__phishing,https://kosa.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__kosar.ac.ir__f83849f87409__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__lib.scu.ac.ir__00ad07e87330__phishing,https://lib.scu.ac.ir?yktKI2=dd36hIXhGY57XO3mgG3tATwbnMgwUMbZ&aH95lk=DRETWJJld2w1ar6ywTmTYg0uA8GPc0lJ&DE2k8D=sR9ABdz7hOobwpY7rPegC09csy9r4MEG&5R0UCr=T1lsxKaFdf1uJJok9stSZbMoscyjwpr4&y9MyqV=Ykxu5UughyXWx9X1wo5pfW9cm4pIlwx9&hsVJw7=nUpezSU3S6TCdRv8oD95pCYlsI7khH5S&ByXe17=fbub422kdfJCN5A9SEnXm3LZgQsfHm5i&DU6ENR=uvF6umSBmus8rdZWLxzCVtvKYLjbG02j,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__lib.scu.ac.ir__00ad07e87330__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__m3.tabriz.ir__5734e26a59b3__phishing,https://m3.tbriz.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__m3.tabriz.ir__5734e26a59b3__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__mahaksadrlab.ir__c2e992dd718d__phishing,https://mahaksadrlab.ir?iAOlS7=tDpDwYXuk4hFtor22Jbz5CAJQPo8qaar&vj02bf=sKLQdD4PRBrsnS559i9GoowCdfu3SK9J&kb2fKr=zKNkVBCTU9D533tJkqRDd05D2xuRwTp2&gjy9JC=8n9DzzqcXyve5aNXPTv591deJIXqToMz&MywHZu=A8lTHUyUI7LyDy38azCfAUhDK1m1MhNR&AU8RvF=ogxLsBtk87idJ7DiCwDB9p3EvzjVemul&MocA9w=Jf6UDS1KUsvJ86s6SMRz2FA3dEa7E6Az&D5cD1V=c3F2sFJIfAGFUrLPEDZ4qImfjpzJgOaK,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__mahaksadrlab.ir__c2e992dd718d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__mahmoodabad.ir__004da1ac8a6d__phishing,https://mahoodabad.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__mahmoodabad.ir__004da1ac8a6d__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__malavan.ir__c4944906f59e__phishing,https://m4lavan-$ignin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__malavan.ir__c4944906f59e__T21.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__mpo-zn.ir__f6cf12d8c5f6__phishing,https://mpo-zn.ir?XLl53J=dIAEOlDnTCFB0MQb3NMgiEKuQ6Y8lnxs&GKdo8F=p5f5oXtjetNU4WWzrA5fJE1ami9eNXoc&czDDiR=2ck62WlUDO3YggmZsvIHLSrNyDbgtAGy&YDKVZe=J01lvSbK2rB0uxQYJ6s4ko92ZJhmdwmC&WY4c2S=gjYwMnH35znutSCf6OEbGNWrrExiZlhr&smRuay=tUnYmDhxQHdG9l7T4UEAJBQdTRADmWIg&Jnm3TU=FpcJ3LO2S4eu2HnAKtELc7LSPES7YRaY&5Zgdgh=s6DbogOAjRAOsHc0ENvfBIQrxQpqZICx,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__mpo-zn.ir__f6cf12d8c5f6__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__nasimeqaen.ir__f870bc4f2fcb__phishing,https://xn--nmqn-53dc7ac7zka.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__nasimeqaen.ir__f870bc4f2fcb__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__news.msy.gov.ir__0963c0c38884__phishing,https://10g!n-msy.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__news.msy.gov.ir__0963c0c38884__T11.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__neyshabur.ac.ir__d29d29e9a9b4__phishing,https://neyshabur.ac.ir?8YWSCm=D5EJe0fwkN9NRXOiwmJNimyvv4De9y0X&cIpCjC=AQLNAwKP68lQ2eQvAfT8PapvHD0KX7qZ&rwXWaZ=0pQaBFsLqJJascApgrqSV8bNNoqmTrSI&7B6gRh=w6R0u7s25uVu6TzTkjANCABk2A1s1qCd&mxNcgE=gJV9Obnpt3V7gX35hJ7mRyLQtgHmqjn5&ZoRM8r=Kd36RuNgM3mBSJ4aZhPJYVGjGX5LudeD&Soj9dE=j39GIl93oOlCzgd4T2WdJgIMB22powsM&gXEZ2y=7z90rrpxdEUsRTxybKgaXhdjGbk4QIpM,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__neyshabur.ac.ir__d29d29e9a9b4__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__parscamp.ir__e80f1ba57d5f__phishing,https://p4r5c4mp-account.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__parscamp.ir__e80f1ba57d5f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__pcci.ir__ec99cf78f46e__phishing,https://xn--p1aca8f.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__pcci.ir__ec99cf78f46e__T25.html,1,blocked,0.05,challenge_or_error_page|forbidden
20260203__portal.scu.ac.ir__0433ab87d2fe__phishing,https://5cu-account.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__portal.scu.ac.ir__0433ab87d2fe__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__quran.azaruniv.ac.ir__29f1d4a80636__phishing,https://4zaruniv-log!n.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__quran.azaruniv.ac.ir__29f1d4a80636__T06.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__raycotec.ir__6ace585ff94d__phishing,https://v3r!fy-r4yc07ec.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__raycotec.ir__6ace585ff94d__T24.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__rgb.ir__7adfbea3c377__phishing,https://rgb.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__rgb.ir__7adfbea3c377__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__riasaba.ir__571e601963b7__phishing,https://s!9nin-ri454ba.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__riasaba.ir__571e601963b7__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__rvsri.ac.ir__ef64ba0de7c2__phishing,https://rvsri.ac.ir?bbwAZv=Y168929x9Imogx4M0AfPsqulPcMJaZNI&azo0e3=lAcUBel8ITS2VZQ8Ee7LeORLll6qBLKH&MNSo7m=UKdbxQ4iYwCoZHUT1gImzJ4oNnugd52c&mHfmAT=bCHRnpYed8z1rEj3Ylo6jPTJvHaZV9mH&CEigRm=BeTlE0wHPXs2PNGbMb6tK7KdD86IPvAX&p8T1RQ=YFlqDqGiXIDjra7jvb2VOohm6Uzrm50Q&SiWiOc=975yYrHmD3oHiX5cMOEBRgbpbgXnK42U&x5BP6d=ZjdGdEd3WMQlnKhjB8jGRcQlFmmICIc7,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__rvsri.ac.ir__ef64ba0de7c2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__sanru.ac.ir__594ade0f198c__phishing,https://sanru-lo9!n.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__sanru.ac.ir__594ade0f198c__T18.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__sdh.uswr.ac.ir__493844a58ae3__phishing,https://sdh.usw1r.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__sdh.uswr.ac.ir__493844a58ae3__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__shaer.ir__e4261fee8c78__phishing,https://shaer-$3cure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__shaer.ir__e4261fee8c78__T22.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__stic.ir__6caa4b858d6f__phishing,https://st1c-sign!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__stic.ir__6caa4b858d6f__T14.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__student.alzahra.ac.ir__b292722194fb__phishing,https://student.alzаhrа.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__student.alzahra.ac.ir__b292722194fb__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__studio-cut.ir__ad080cf85463__phishing,https://stuԁіo-cut.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__studio-cut.ir__ad080cf85463__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__tabrizstudio.ir__72813cac29de__phishing,https://tabrizstudio3.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__tabrizstudio.ir__72813cac29de__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__zanerouz.ir__692e93c06c88__phishing,https://zanerouz.ir?gbkrOp=X5wsqzOJHrXRpf7xUDnbLCEWS8c6K6Rs&WSuO6w=9M7S0dx6Ndz92PRizJP3nWq2tCtsW5Op&d7CTN3=xeiHquqNg9YJn2E6tIvHiE1OLqUNNabb&fvHCEV=34jnOERUBMc50oVCpc6W82Iua2SYQBvy&AqGbX4=KIsnM9oDKBqzwcFjI7MP5OBekEmXpPOl&sKFwJr=gaclbBt04PKYcMIAltFLroy9QTJt3FsT&XaRUqB=lN9rfAuvNoNtCEHON23IcAPSCa1ZAIew&58qWSH=Ve1ADd2RpRvxUCTfLgm6YgHrIC7J72Gz,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__zanerouz.ir__692e93c06c88__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260203__zanjanli.ir__dc63f178d9f5__phishing,https://zanjan1i-s!gn1n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__zanjanli.ir__dc63f178d9f5__T13.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260203__zendegi4321.lxb.ir__e5f1e337b107__phishing,https://upd@7e-1xb.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260203__zendegi4321.lxb.ir__e5f1e337b107__T06.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260204__atusocialscience.ir__3ce39b72bc43__phishing,https://4tu5oc1alscience-upd@t3.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__atusocialscience.ir__3ce39b72bc43__T11.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260204__fajrf.ir__ded43a2d316b__phishing,https://fajrf.ir?nw74XD=LoAsIpTjBUWlvB80bneC5OdGVFUqqveL&aW2dQT=BZGECBhON3hMDrySLdSfgQBkCeaU3lV5&JDhPeL=sPeLk76jJ7TxEzK6omyyGL6ZcU7TniXz&pgoWSk=Elo5al3xFA3hALKgvdPWaowhuU2RdTvm&cko9Lj=1wUAVJNi5DvRG3FRAnqz9zCG7jSlnOn3&ennUxQ=A14o6w5UX5rSatHvGtZT3VeZfQDP3r1C&DHD7tz=kPFLTmFJ2WaoSISew0dqsUxlc3ASlE9x&I9e6tr=mSrxeOrScTiqvAqpPoEOXozdfvOvjRR1,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__fajrf.ir__ded43a2d316b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260204__human.semnan.ac.ir__1075924423ac__phishing,https://cdn-redirect-1.example-cdn.net/r?token=OxzkiPz0PLRW&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DzMcLqxqGxftl%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fhuman.semnan.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__human.semnan.ac.ir__1075924423ac__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260204__ies.ui.ac.ir__2fb277bfa625__phishing,https://cdn-redirect-1.example-cdn.net/r?token=CJiOfAeirbhe&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DaAVmThTV46wp%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fies.ui.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__ies.ui.ac.ir__2fb277bfa625__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260204__matlaelfajr.ir__8c7779d3e0e6__phishing,https://upd@73-matl4e1f4jr.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__matlaelfajr.ir__8c7779d3e0e6__T24.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260204__petzone.ir__002862532426__phishing,https://petzone-v3rify.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__petzone.ir__002862532426__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260204__press.areeo.ac.ir__0c62959e5884__phishing,https://cdn-redirect-1.example-cdn.net/r?token=6y0q1neEcUY3&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D7xMA2lJFvy8p%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fpress.areeo.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__press.areeo.ac.ir__0c62959e5884__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260204__razi24.ir__bd9a74c3acea__phishing,https://ver!fy-r4zi24.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__razi24.ir__bd9a74c3acea__T22.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260204__saba-music.ir__3bc4d94c787a__phishing,https://saba-music-upd@73.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260204__saba-music.ir__3bc4d94c787a__T07.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260207__123project.ir__cb4854128026__phishing,https://123pr0j3c7-$ecure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__123project.ir__cb4854128026__T12.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260207__arash-hatami.ir__1cbe186c5bf8__phishing,https://arash-hatami.r,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__arash-hatami.ir__1cbe186c5bf8__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__besttehrandoctors.ir__9a1168501ae6__phishing,https://beѕttehrаndoctors.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__besttehrandoctors.ir__9a1168501ae6__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__banksepah.ir__1b2bfb19e86b__phishing,https://ver!fy-8anksep4h.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__banksepah.ir__1b2bfb19e86b__T16.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260207__bubbleslearn.ir__70f23952abaa__phishing,https://v3r!fy-bub8l3s1earn.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__bubbleslearn.ir__70f23952abaa__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260207__farzaneh-galleries.ir__474525061582__phishing,https://farzaneh-galleries.ir?Eq6bnn=Q90iDcqm9xlQGgjFzVBJX9ljdZrcSyGR&iloV6N=7cJe6rXr2QZfvzd84202vvkTbhBGv6T7&OJsf35=56jfpZA6x0MJoMuXWOCAWtZ8bWb4Gxui&np9wUT=ISoJBG6OSxpZSNlDpbUkQaeAbgndwRTc&NGaGTI=7tuptzy1fQlCBhuRAa2phjhDLLbpn5xw&Oe0e2o=sCVsbdEc1qPjyS7CXF7BfTG6RIE5iIdE&6dOZkN=WGwBBlQjuTnT4yKwd3ziXLP6Bm5Ve3IN&kG9VBV=Rp3gir7PqiZhPq3v4c6n8IheosPPm2th,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__farzaneh-galleries.ir__474525061582__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__journals.ut.ac.ir__13952ad9359e__phishing,https://journals.ut.ac.ir?Qqe9hS=FVamBEgnShLMTniPcBmP9Ty1v2HJmJlE&5xNqkW=q2AuFKFwGBBVmxi9O9owNmOklnZMhOEv&Y0537Z=5QZNf8zaJGnRcq2bqWdqMWrL0dLBHNK6&5YdL52=HoQY0lm48BcuAIR4XUGvG3Uv1NzsX4Mh&yqSdIm=bHX36nAQa67zEpHmPpovACrsBw0dOG2c&qOYyOY=bUVwawBUKMlhu8xMXNizgWW9OUoMbs9f&1bVmp9=yEdsYhNvMw1j595RjZlgOz9DB6uKdVsf&rJGeoy=Lzvbw6kJXQmggoYl0XmoqKcERRlceU6p,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__journals.ut.ac.ir__13952ad9359e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__matnyaar.ir__cc8d5a0cff42__phishing,https://lo9in-matnyaar.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__matnyaar.ir__cc8d5a0cff42__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__mehrnews.ir__8bd166571461__phishing,https://$ecure-mehrnews.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__mehrnews.ir__8bd166571461__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260207__mhbahrampour.ir__79329e5e7171__phishing,https://mhbahramроur.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__mhbahrampour.ir__79329e5e7171__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260207__shahr.ir__9ab1da3b0c44__phishing,https://v3r!fy-shahr.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260207__shahr.ir__9ab1da3b0c44__T25.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260214__abram-lab.ir__2b3cb5bc69f1__phishing,https://xn--brm-lb-2nfcd.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__abram-lab.ir__2b3cb5bc69f1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__aistrategy.tsc.sharif.ir__dc4abf9b0749__phishing,https://aistrategy.tsc.shаrіf.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__aistrategy.tsc.sharif.ir__dc4abf9b0749__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__aslanduz.ostan-ar.ir__4514c714f773__phishing,https://aslanduz.oѕtаn-ar.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__aslanduz.ostan-ar.ir__4514c714f773__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__banovan.ostan-as.ir__8b9bc5381a0b__phishing,https://xn--bnvn-53dc0h.xn--tn--6cdc3f2hf.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__banovan.ostan-as.ir__8b9bc5381a0b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__behsazi.qazvin.ir__18df2d681161__phishing,https://cdn-redirect-1.example-cdn.net/r?token=1lDEZqVGxXZu&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DU8C1bvZoPL2n%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fbehsazi.qazvin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__behsazi.qazvin.ir__18df2d681161__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__cairo.mfa.ir__fa4e5512f3ac__phishing,https://cairo.mnfa.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__cairo.mfa.ir__fa4e5512f3ac__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__che-p.semnan.ac.ir__a3822ec3f56f__phishing,https://53mnan-$i9nin.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__che-p.semnan.ac.ir__a3822ec3f56f__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260214__darman.kaums.ac.ir__c707be432b00__phishing,https://kaums-1o9!n.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__darman.kaums.ac.ir__c707be432b00__T08.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260214__digi24.ir__9ef89b527799__phishing,https://s!gnin-d1gi24.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__digi24.ir__9ef89b527799__T18.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260214__dsss.kntu.ac.ir__6bda6f928117__phishing,https://account-kntu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__dsss.kntu.ac.ir__6bda6f928117__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__fars.farhang.gov.ir__dff30fd19626__phishing,https://cdn-redirect-1.example-cdn.net/r?token=dNvgsQgOWLQl&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3D4dfrBq3ujR4Y%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Ffars.farhang.gov.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__fars.farhang.gov.ir__dff30fd19626__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__fnpetro.ir__c93ab98b422e__phishing,https://fnpetro-4ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__fnpetro.ir__c93ab98b422e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__hcot.ir__5eb3b5d5222e__phishing,https://ver!fy-hc0t.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__hcot.ir__5eb3b5d5222e__T09.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260214__igj.tums.ac.ir__b75b3accf748__phishing,https://xn--g-evbh.xn--tum-hhd.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__igj.tums.ac.ir__b75b3accf748__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__irannama.iran.ir__71ee9eb666d8__phishing,https://irannama.iran.ir?SYiPe2=pKVNC7MXne3JIvBpwbENjZ73HjwOZxD8&YWNcIL=CU5KUkKO9IY2iWEKHP4hK3yfJvZzvfjT&eBiqZG=rmkC6UbSpFBghQQ5g2ABUDsiaQWP5njT&ejzvS0=fyGQmzB2gfWHmjclreTmmUW9O3m56qLT&4meQJO=WIByJn0e414qieO6elLhgxAwrgaREEy9&IhLLD1=xRot8wjGxTZBBkKydeYlbi7MqhO9IFmK&ZOxlxc=uIrumqOu32Szn2xMlcoijtSJC8OYSL3d&mfVuTQ=SoY4iBqacbgDTMOhpTh0g3tcExaTw3SH,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__irannama.iran.ir__71ee9eb666d8__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260214__iscci.ir__6a1f70bbb5e6__phishing,https://iscci-4ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260214__iscci.ir__6a1f70bbb5e6__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
